Var_ln_IMAE,Var_ln_IPC,Tiempo,Mes,Var_Morosidad,Var_Tasa_interes_activa,Var_Liquidez
-32.2042948983636,442.6857762900305,196,8,2.201010747127051e-4,0.14999999999999858,-0.0014799250169055256
44.1659924136761,379.0415651851742,197,9,3.405116640982815e-4,0.11000000000000121,-0.006014155547220623
295.4824498216446,354.1774838933165,198,10,-8.994239138378039e-4,-1,0.004299389987719671
235.56583232550378,364.6477712978323,199,11,-3.772512411231062e-4,-0.28000000000000114,-0.007569897785912605
468.7472925530045,279.7157196187338,200,12,-0.0016985431323034619,0.7200000000000006,5.589024935858111e-4
154.9322937299368,269.3371238974684,201,1,3.407999382057745e-4,-0.040000000000000924,-0.002074964031673898
31.8370214792551,339.47591131503253,202,2,-1.6130041065093824e-4,-1.6999999999999993,0.005426509959188974
579.1983353055219,211.3753140302332,203,3,-8.902941060548869e-4,-1.5700000000000003,0.007254355415486635
457.1043204525882,171.34550843081792,204,4,6.31041501143197e-4,1.0899999999999999,0.018153965722062293
241.92338493603128,128.4142215880646,205,5,-1.3209210949114217e-4,0.5,-0.011592483086781014
627.5916123749337,88.6391621357329,206,6,-0.0034818250175433704,-0.72999999999999865,0.004538419286136464
582.391588742448,63.97565163676509,207,7,2.918930898449419e-4,0.27999999999999936,0.0029165030110253065
579.0693841786608,139.2847069658742,208,8,1.627016485306245e-4,0.22000000000000064,-0.003061365242037317
782.0865243123354,245.046543673002,209,9,3.651817896236191e-4,-0.28000000000000114,-0.009551739895429234
572.294108071727,262.231185781987,210,10,-6.747102649787215e-4,0.5700000000000003,0.010379769477371903
697.1205041278683,284.7031087699125,211,11,6.093252933964052e-4,-0.5199999999999996,0.004525293266979258
458.8163668383593,266.4709608732352,212,12,-3.9100859687975914e-4,0.1399999999999988,-0.002031538527506649
664.6513527235065,297.8499604573326,213,1,3.0278873917071944e-4,-0.15999999999999837,-0.004076735624890471
588.5866351250346,281.7705802854142,214,2,1.1218781164686574e-4,0.5999999999999996,0.007935166364745283
517.8675878239947,348.4061663152538,215,3,8.461466718319502e-4,-0.47000000000000064,-0.007932310989745173
56.5336928725468,390.9934120880898,216,4,6.170533349424065e-4,-0.5999999999999996,-0.002628084317049084
93.7829746983531,365.51721483865765,217,5,0.0012255967363145152,0.41000000000000014,-0.007600066824388518
175.4334174614769,390.5037930465394,218,6,-2.537560747212786e-4,0.379999999999999,-4.004263319623558e-5
