fecha,tasa_interes_activo,ratio_morosidad_prop,ratio_liquidez_prop,d_ln_imae,d_ln_ipc,tiempo,mes,tasa_interes_activo_real,crisis_2008,crisis_2018,crisis_covid
2023-05-01,0.0999,0.014212362687509954,0.3412845461639059,0.05308923223322281,0.09046535527999476,181,5,0.009434644720005242,0,0,0
2023-06-01,0.1101,0.013628467131348665,0.34047094387836113,0.02656287462690976,0.09414853417759785,182,6,0.015951465822402158,0,0,0
2023-07-01,0.0953,0.013360258353513184,0.34401607508955157,0.05070447232222896,0.07854673695402337,183,7,0.01675326304597663,0,0,0
2023-08-01,0.1007,0.013424187174694555,0.34829462989116083,0.06065332981304916,0.07191967697172519,184,8,0.02878032302827481,0,0,0
2023-09-01,0.08349999999999999,0.013489587460164416,0.3371027335044739,0.06371738848648967,0.06927512327913377,185,9,0.014224876720866225,0,0,0
2023-10-01,0.08109999999999999,0.013464638025545851,0.34509939773340614,0.0588127519683308,0.0583066459565611,186,10,0.022793354043438893,0,0,0
2023-11-01,0.09449999999999999,0.015716169258937186,0.35023822947319233,0.0429156972191258,0.05493877535106417,187,11,0.039561224648935814,0,0,0
2023-12-01,0.12269999999999999,0.019215873089855937,0.3640973209145452,0.05056634247586711,0.05452283394859858,188,12,0.06817716605140141,0,0,0
2024-01-01,0.1247,0.01777141435028797,0.3539610415541338,0.0632646565387951,0.05628604180521179,189,1,0.06841395819478821,0,0,0
2024-02-01,0.1186,0.01751228159473341,0.3424176476524397,0.08528407893836576,0.04813430194602119,190,2,0.07046569805397881,0,0,0
2024-03-01,0.0953,0.01722335225720164,0.32399777237987865,0.023257557437003296,0.0529606304331871,191,3,0.0423393695668129,0,0,0
2024-04-01,0.10800000000000001,0.01697832420513273,0.327175049635823,0.07742651169294223,0.05289702618226233,192,4,0.05510297381773768,0,0,0
2024-05-01,0.1158,0.01738652970274603,0.3272946546134819,0.0376774020529389,0.05304712529280309,193,5,0.06275287470719691,0,0,0
2024-06-01,0.1204,0.01710500152737626,0.31606724819934623,0.012162553792699699,0.04705279537981965,194,6,0.07334720462018035,0,0,0
2024-07-01,0.11460000000000001,0.017848261243110113,0.3331669437976831,0.02376741683733563,0.05098594969130232,195,7,0.06361405030869768,0,0,0
2024-08-01,0.1161,0.018068362317822818,0.33168701878077755,-0.00322042948983636,0.04426857762900305,196,8,0.07183142237099695,0,0,0
2024-09-01,0.11720000000000001,0.0184088739819211,0.32567286323355693,0.00441659924136761,0.03790415651851742,197,9,0.0792958434814826,0,0,0
2024-10-01,0.1072,0.017509450068083295,0.3299722532212766,0.02954824498216446,0.03541774838933165,198,10,0.07178225161066835,0,0,0
2024-11-01,0.10439999999999999,0.01713219882696019,0.322402355435364,0.023556583232550377,0.03646477712978324,199,11,0.06793522287021675,0,0,0
